180, 120,  120
6,   230,  230
4,   200,  3
204, 5,    255
4,   250,  7
235, 255,  7
150, 5,    61
120, 120,  70
8,   255,  51
255, 6,    82
143, 255,  140
204, 255,  4
255, 6,    82
204, 70,   3
204, 70,   3
0,   102,  200
61,  230,  250
11,  102,  255
255, 7,    71
9,   7,    230
255, 122,  8
